"","fighter","attack_type","attack_name","damage_raw","description"
"925","Lucario","Down aerial","","5% (hit 1), 6% (hit 2)","Stomps twice, emitting blasts of Aura with each stomp. It stalls Lucario in the air temporarily and deals great damage at higher levels of aura."
"926","Lucario","Grab","","—","Clinches the opponent."
"927","Lucario","Pummel","","1.3%","A surge of Aura. Quite fast."
"928","Lucario","Forward throw","","5% (hit), 3% (throw)","Shoves the opponent away. A very fast throw, along with being one of the strongest forward throws in the game at max aura."
"929","Lucario","Back throw","","10%","The tai otoshi[6], a Judo throw. It deals very high damage and knockback when at max aura."
"930","Lucario","Up throw","","5% (hit), 6% (throw)","The pao choui[7] (an uppercut-styled punch in Shaolin Kung Fu). One of Lucario's best combo starters, as it can follow up with a neutral aerial, forward aerial, and an up aerial or back aerial as a 50/50 KO setup."
"931","Lucario","Down throw","","7%","Holds the opponent over its head and then slams them into the ground. A good combo starter, as it can combo into a forward aerial, a neutral aerial or an up aerial."
"932","Lucario","Floor attack (front)","","7%","Kicks around itself before getting up."
"933","Lucario","Floor attack (back)","","7%","Same as its frontal floor attack."
"934","Lucario","Floor attack (trip)","","5%","Kicks behind itself and then in front of itself while getting up."
"935","Lucario","Edge attack","","9%","Performs a double palm thrust that emits a small blast of Aura while climbing up."
"936","Lucario","Neutral special","Aura Sphere","6.9%~17.2% (move), 0.6% (charge loop)","A chargeable, condensed sphere of Aura. Pressing the special button again will make Lucario fire the sphere. Its size scales with Aura. The charge can be cancelled into tilts, smash attacks, and aerials. It can also cancel into a dodge, and be jump-cancelled."
"937","Lucario","Side special","Force Palm","11.8% (close blast), 5.4% (far blast), 13% (throw), 10% (throw collateral)","Fires a stream of Aura. Its blast's range scales with Aura. If the opponent is close to Lucario, the move acts like a grab, with Lucario grabbing the opponent and then striking them with a palm thrust at point-blank range. At half of its maximum Aura or more, it triggers Special Zoom, and deals immense damage and knockback, KOing at around 60% near the ledge."
"938","Lucario","Up special","Extreme Speed","6% (dash), 4% (impact)","Propels itself in a predetermined direction by blasting steams of Aura from its forepaws. Has a hitbox at the end of its animation, and upon crashing directly into a wall or the ground. Extreme Speed's distance scales with Aura."
"939","Lucario","Down special","Double Team","12.5%","Performs a kata. If Lucario is attacked, it will disappear while emitting afterimages and then counterattacks with a flying kick. The direction Lucario kicks in can be controlled. Lucario will also aim above or below if it is hit accordingly. Unlike most counters, it does not scale based on the attack it counters; it scales based on Lucario's aura."
"940","Lucario","Final Smash","Aura Storm","0.8% (loop), 11.5% (final hit)","Mega Evolves into Mega Lucario, then leaps up above the center of the stage, and firing a huge stream of Aura. Increases in power depending on Lucario's Aura and can achieve OHKO power at max aura if all hitboxes connect."
"941","Greninja","Neutral attack","","2%","Two alternating palm thrusts followed by a double palm thrust that emits a small blast of water. If button mashed, it is instead followed by a series of knifehand strikes that emit blade-shaped blasts of water that concludes with an outward knifehand strike that emits a small blast of water. It can also be jab canceled, such as into forward tilt, down tilt and forward smash."
"942","Greninja","Neutral attack","","2%","Two alternating palm thrusts followed by a double palm thrust that emits a small blast of water. If button mashed, it is instead followed by a series of knifehand strikes that emit blade-shaped blasts of water that concludes with an outward knifehand strike that emits a small blast of water. It can also be jab canceled, such as into forward tilt, down tilt and forward smash."
"943","Greninja","Neutral attack","","3%","Two alternating palm thrusts followed by a double palm thrust that emits a small blast of water. If button mashed, it is instead followed by a series of knifehand strikes that emit blade-shaped blasts of water that concludes with an outward knifehand strike that emits a small blast of water. It can also be jab canceled, such as into forward tilt, down tilt and forward smash."
"944","Greninja","Neutral attack","","0.5% (infinite), 2% (finisher)","Two alternating palm thrusts followed by a double palm thrust that emits a small blast of water. If button mashed, it is instead followed by a series of knifehand strikes that emit blade-shaped blasts of water that concludes with an outward knifehand strike that emits a small blast of water. It can also be jab canceled, such as into forward tilt, down tilt and forward smash."
"945","Greninja","Forward tilt","","7.3%","A hook kick which stops half way. It can be angled and can lock opponents."
"946","Greninja","Up tilt","","4.5%","Greninja attacks with its tongue. A good aerial combo starter."
"947","Greninja","Down tilt","","4%","Greninja does a downward hand sweep. It sends opponents at an upward angle, making it a versatile combo starter. Notably, it can confirm a KO into an up smash rather easily."
"948","Greninja","Dash attack","","8%","A sweep kick. Sends opponents at a favorable angle for combos."
"949","Greninja","Forward smash","","14%","An inward slash with a water kunai. Deals good knockback and has good range. However, it has notable startup lag."
"950","Greninja","Up smash","","5% (hit 1), 14% (hit 2 clean center), 11% (hit 2 clean sides), 10% (hit 2 late)","Two reverse gripped inward slashes with water kunai. Greninja's strongest finisher, especially when hit clean."
"951","Greninja","Down smash","","13% (kunai), 11% (arms)","Hits both sides with water kunai. Due to it sending opponents at an semi-spike angle and coming out on frame 10, it is a quick and effective way to set up an edge-guard situation."
"952","Greninja","Neutral aerial","","11% (clean), 6% (late)","Strikes a ninjutsu pose while emitting an exploding water bubble."
"953","Greninja","Forward aerial","","14%","A forward slash with a water kunai. It has some start-up and suffers from high end lag, but it is a viable edge-guarding and KOing option."
"954","Greninja","Back aerial","","3% (hit 1), 2.5% (hit 2), 6% (hit 3)","Kicks backwards three times. It is Greninja's fastest aerial attack, although it is also one of the weakest aerials of its kind. However, this makes it a useful combo tool in return."
"955","Greninja","Up aerial","","1.3% (hits 1-5), 3% (hit 6)","A corkscrew flying kick. One of Greninja's best combo and KO tools, as it can juggle and KO effectively due to its great jumping prowess."
"956","Greninja","Down aerial","","8%","A diving double foot stomp. It acts as a stall-then-fall and bounces off opponents. The clean hit meteor smashes opponents. The descent can be stalled by using Water Shuriken."
"957","Greninja","Grab","","—","Grabs with a whirlpool. While its standing grab is slow, it is among the longest-reaching grabs in the game, and its dash grab comes out quickly for its range."
"958","Greninja","Pummel","","1%","Compresses target with water. Decent speed."
"959","Greninja","Forward throw","","3.5% (hit 1), 4.5% (throw)","Shoves the opponent forward. Can KO at high percentages."
"960","Greninja","Back throw","","9%","Greninja leans forward and flings the opponent backwards. Like forward throw, its decent knockback gives it good edgeguarding and KO potential at high percentages."
"961","Greninja","Up throw","","11%","Tosses the opponent upwards. One of Greninja's most useful throws, as it can combo into a up tilt, up aerial, up smash at low and medium percents and can even KO at later percents."
"962","Greninja","Down throw","","12%","Slams the opponent onto the ground. It can combo into a down tilt, forward tilt, forward smash, dash attack and a Shadow Sneak at low percentages. It can also combo into forward aerial at higher percentages."
"963","Greninja","Floor attack (front)","","8%","Sweep kicks around itself while getting up."
"964","Greninja","Floor attack (back)","","8%","Sweep kicks around itself while getting up."
"965","Greninja","Floor attack (trip)","","8%","Sweep kicks around itself while getting up."
"966","Greninja","Edge attack","","9%","Performs a roundhouse kick while climbing up."
"967","Greninja","Neutral special","Water Shuriken","3%-10.8% (uncharged), 1.0% (fully charged looping hits), 9% (fully charged final hit)","Uses Water Shuriken, which can be charged. Depending on how long the move is charged, the shuriken will be larger and do more damage, however the speed and distance will decrease as a result. At full charge, it hits multiple times and is a decent KOing option. A fully charged water shuriken that is reflected at a higher speed will have trouble landing the final hit on Greninja because of the looping hits not moving Greninja far enough for it."
"968","Greninja","Side special","Shadow Sneak","10% (normal), 12% (reverse)","Disappears briefly, then preforms a forward kick or a drop kick (relative to the user's reappearance in relation to the enemy) to attack. The move activates when the special button is released. The way the shadow moves is relative to Greninja's position, and it can be moved further or closer to change how far Greninja teleports. While performing Shadow Sneak, Greninja cannot run, attack, grab, dodge or shield. However, it can walk slowly, jump and taunt."
"969","Greninja","Up special","Hydro Pump","2% (per shot)","Uses Hydro Pump to propel itself in the inputted direction, it can be used twice. Each shot has a windbox effect that pushes opponents, making it a decent option for gimping predictable recoveries."
"970","Greninja","Down special","Substitute","14% (up or down), 11% (left or right)","Does a pose, if anyone hits it while posing, Greninja will temporarily disappear and get replaced by a wooden log or a Substitute doll then appear behind the opponent and strike them. It deviates noticeably from other counters, as the attack itself can be angled in an inputted direction and launching the opponent in that direction (with the down input meteor smashing opponents, which makes it a good punish against reckless edgeguarders)."
"971","Greninja","Final Smash","Secret Ninja Attack","6% (the mat), 50% (Total in the attack after mat)","Turns into Ash-Greninja and attacks the opponent with a mat. If an opponent is caught in the mat, Greninja will send them up into the air and strike the opponent repeatedly in midair with its kunai, before slamming them down with a final hit."
"972","Ness","Neutral attack","","2%","Two punches followed by a front kick. The first and second hits can lock."
"973","Ness","Neutral attack","","1.5%","Two punches followed by a front kick. The first and second hits can lock."
"974","Ness","Neutral attack","","4%","Two punches followed by a front kick. The first and second hits can lock."
"975","Ness","Forward tilt","","10%","A roundhouse kick that can be angled. Surprisingly good power, KOing at around 120% at the ledge."
"976","Ness","Up tilt","","7% (spark), 5% (body)","Jumps and attacks with an upward double palm thrust that produces a PSI spark from his hands. Has a sourspot located on his body that deals 5%. A decent anti-air and juggling tool."
"977","Ness","Down tilt","","4.5% (foot), 3% (toes)","A swift shin kick. Extremely spammable and can be used to lock. Has a sourspot located on the tip of his foot."
"978","Ness","Dash attack","","4% (hit 1), 7% (hit 1 aerial), 2% (hit 2), 4% (hit 3)","A double palm thrust that sends three PSI sparks out in front of him with the third spark knocking the opponent up into the air. The first spark deals more damage to aerial targets. Good to set up juggles and pressuring from afar. Difficult to punish on shield if only the last hit connects. The disjointed hitboxes go very far, giving it impressive range for a dash attack. The first hit is more damaging on opponents in the air."
"979","Ness","Forward smash","Batter Up!","18% (low), 20% (mid), 22% (tip), 2× damage (reflected projectiles)","Swings his bat. It can reflect incoming projectiles with a high multiplier and is one of the strongest forward smashes in the game, killing most characters around 50% by the ledge. However, its lag is considerable and makes it easy to punish up close."
"980","Ness","Up smash","Around the World","1% (charge), 13%","Sends his yo-yo forward and performs an ""around-the-world"", hitting first in front then above and behind. It has a hitbox while charging and can hang from the ledge, but can only be held for an additional half of a second instead of two, and has a max charge damage multiplier of 1.2×."
"981","Ness","Down smash","Walk the Dog","1% (charge), 10%","Sends his yo-yo backward and performs the ""walk-the-dog"" with it, hitting first behind then in front. It has a hitbox while charging and can hang from the ledge, but can only be held for an additional half of a second instead of two, and has a max charge damage multiplier of 1.2×. Might have troubles linking correctly if the opponent is at the furthest point of the back hit."
"982","Ness","Neutral aerial","","11% (clean), 7% (late)","Spins diagonally in the air with his arms outstretched, emitting PSI from his hands. Quick, coming out on frame 4 and acts like a sex kick. Rather useful to break combos and as an out-of-shield option. Autocancels from a short hop. It has decent knockback, making it a good edgeguarding and KOing option."
"983","Ness","Forward aerial","","1.5% (hit 1-3), 5.5% (hit 4)","A double palm thrust that generates a stream of PSI sparks from his hands. Comes out on frame 8,making it tied with up aerial for the second fastest out of Ness's aerials. Decently safe on shield if Ness backs away during the attack, and it's useful to start and continue combos. Autocancels from a short hop. Can chain into itself multiple times at low percentages, making it a useful wall-of-pain tool."
"984","Ness","Back aerial","","15% (clean), 8% (late)","A dropkick that produces a PSI spark. Comes out on frame 10. The clean hit is very strong, being his strongest aerial overall. Autocancels from a short hop."
"985","Ness","Up aerial","","2.5% (hits 1-4), 5% (hit 5)","Waves his finger in an arc above his head while generating PSI sparkles, hitting up to 5 times. Autocancels from a short hop. A great combo tool, as its linking hits and last hit's vertical angle combine to make it a great combo extender. It can also KO well near the upper blast line at high percentages since the final hit has extremely high knockback scaling. Overall great power."
"986","Ness","Down aerial","","14% (clean), 12% (late)","Twirls before kicking down into the air, producing a PSI spark. The clean hit can meteor smash, and can be used to start combos on-stage fairly reliably if landed against grounded opponents. Autocancels from a short hop. Ness's slowest aerial, coming out on frame 20."
"987","Ness","Grab","","—","Grabs with both hands. A fast grab with a slight amount of ending lag."
"988","Ness","Pummel","","1.3%","Attacks the opponent with a discharge of PSI energy."
"989","Ness","Forward throw","PK Throw","11%","Psychokinetically swings his opponent in a small circle in front of himself before sending them off forward. Very high base knockback, but incredibly low knockback scaling, which gives it little to no KO potential even after Sudden Death percentages. It is useful for setting up an edgeguard, however, or KO'ing an opponent early on if near the blastzone."
"990","Ness","Back throw","Reverse PK Throw","11%","Psychokinetically swings the opponent over his head before sending them off backward, in a diagonally upwards motion. It is the opposite of his forward throw, possessing very low base knockback but incredibly high knockback scaling, making it one of the strongest back throws in the game, and considered the most versatile KO throw overall, as it can KO much more reliably anywhere onstage at higher percentages than most other back throws at its level of strength like Incineroar's or Dr. Mario's, due to its much higher knockback scaling."
"991","Ness","Up throw","","10%","Psychokinetically spins the opponent above his head before sending them up. It leaves the opponent in an unfavorable position where they can be juggled, most commonly by PK Thunder."
"992","Ness","Down throw","","0.5% (hits 1-3), 1.5% (hit 4), 4% (throw)","Throws the opponent onto the ground and scorches them with PK Fire. A strong combo starter, having guaranteed follow-ups into neutral aerial, forward aerial and up aerial."
"993","Ness","Floor attack (front)","","7%","Sweep kicks in front of and behind himself."
"994","Ness","Floor attack (back)","","7%","With one hand planted on the ground, sweeps his leg behind and in front of himself."
"995","Ness","Floor attack (trip)","","5%","Kicks behind and in front of himself with both legs."
"996","Ness","Edge attack","","9%","Flips onto the stage and does a sweep kick."
"997","Ness","Neutral special","PK Flash","11%-27%","A green sphere of light appears above Ness and flies forward in an arc if charged. The arc it travels can be controlled, and the projectile is able to go through soft and semisoft platforms and will not dissipate upon contact with hard platforms.
The longer the special button is held, the stronger the explosion will be."
"998","Ness","Side special","PK Fire","6% (bolt), 1% (fire)","Fires a yellow lightning-bolt shaped projectile, pushing back Ness slightly.
If used on the ground, it travels in a slight downward angle until it vanishes by itself or touches the ground (disappearing into a puff of smoke) or an enemy, making it explode into a quick-hitting pillar of flames.
If used in the air, it fires at a downward 45° angle."
"999","Ness","Up special","PK Thunder","11% (PK Thunder), 1% (Thunder's tail), 25% (PK Thunder 2 initial hitbox), 21% (PK Thunder 2 late hitbox)","Creates a fast-moving ball of thunder that can be aimed into opponents to deal damage and launch them in the direction they got hit from, or into Ness to turn him into a very powerful human projectile.
This is referred to as PK Thunder 2. The Rocket portion of the attack has invulnerability from frame 1 to 32 and is constituted of an early and late hit. Making contact with something during PKT2 will shorten the distance traveled, and slamming into a wall allows Ness to perform another PK Thunder if the player is sufficiently quick enough.
The tail of the thunder projectile can be used to disrupt opponents recovering."
"1000","Ness","Down special","PSI Magnet","4% per hit","Surrounds Ness with a purple energy field, allowing him to absorb energy-based projectiles (such as Mario's Fireball, Fox's Blaster or Samus's Charge Shot) or explosions (including all of Snake's explosives) and heal for 1.6× the damage he would have taken, but only at a maximum of 30% damage per projectile.
It possesses a hitbox on startup and if held, and will also slightly push back opponents on release. Upon absorption, the magnet can be canceled with a jump, roll or spotdodge. Can also be used to stall Ness's vertical momentum slightly in the air."
"1001","Ness","Final Smash","PK Starstorm","8% per hit","Paula and Poo join Ness, assisting him in summoning a shower of falling stars to attack his enemies. The comets will rain down over the stage and can be slightly aimed left and right."
"1002","Lucas","Neutral attack","","2.5%","A right-legged roundhouse kick, followed by a right-legged hook kick, followed by a left-legged reverse roundhouse kick. The last hit has slightly more range. Hits first on frame 2, making it Lucas' fastest ground attack. The first and second hits can jab lock. The second hit can be interrupted sooner than in Smash 4, and lead into a grab or aerial attack."
"1003","Lucas","Neutral attack","","1.5%","A right-legged roundhouse kick, followed by a right-legged hook kick, followed by a left-legged reverse roundhouse kick. The last hit has slightly more range. Hits first on frame 2, making it Lucas' fastest ground attack. The first and second hits can jab lock. The second hit can be interrupted sooner than in Smash 4, and lead into a grab or aerial attack."
"1004","Lucas","Neutral attack","","3.5%","A right-legged roundhouse kick, followed by a right-legged hook kick, followed by a left-legged reverse roundhouse kick. The last hit has slightly more range. Hits first on frame 2, making it Lucas' fastest ground attack. The first and second hits can jab lock. The second hit can be interrupted sooner than in Smash 4, and lead into a grab or aerial attack."
"1005","Lucas","Forward tilt","","11% (sweetspot), 7.5% (sourspot)","A palm thrust that emits a small blast of PSI energy from his hand. It can be angled and has a disjointed hitbox, although its sweetspot is located inside of the blast. This move's sourspot can lock opponents at low percents."
"1006","Lucas","Up tilt","","1.5% (hit 1), 8% (clean hit 2), 5% (late hit 2)","Telekinetically tilts himself upside down to perform a vertical thrust kick that emits a blast of PSI energy from his foot. It can combo into itself, a neutral aerial or an up aerial at low to medium percents."
"1007","Lucas","Down tilt","","5%","A legsweep. Although weak, it is fast and reliable for either racking up damage or chaining into itself, a neutral attack or a grab. Hits on frame 3, making it tied with Ness, Little Mac, R.O.B., and Meta Knight's down tilts for being the fastest down tilt in the game. The edge of down tilt unfortunately doesn't lock opponents like it used to do in other iterations."
"1008","Lucas","Dash attack","","13% (sweetspot), 9% (sourspot)","A dashing palm thrust that emits a blast of PSI energy from his hand. Has noticeable start-up and deals more damage the farther the opponent is from Lucas."
"1009","Lucas","Forward smash","","14% (base), 15% (tip), 1.5× (reflected projectiles)","Swings a stick in front of himself. The stick's tip deals slightly more damage and knockback, while the move overall functions very similarly to Ness' forward smash, including the ability to reflect projectiles. Compared to Ness' version, it has less start-up and ending lag, but deals less damage, knockback and has a lower damage multiplier when reflecting projectiles."
"1010","Lucas","Up smash","PK Smash Geyser","2% (hit 1), 21%, 20%, 18%, 16%, or 14% (clean to late hit 2)","Emits a large blast of PSI energy above his head. Despite in-game tips saying it  can attack opponents hanging on the edge, this is not true; the completely whiffs most edge-hanging characters unless their head pokes above the edge. It is a huge ""high-risk, high-reward"" attack; it has an extreme amount of ending lag, which makes it very punishable if missed, but it is strong enough to KO at 80% when uncharged and at 54% when fully charged. It also has other positives, as it renders Lucas invincible on frames 1-7, grants intangibility to his head on frames 15-29 and has a very large hitbox, making it a good anti-air attack if used correctly. The animation appears to based on Lucas' Seven Needles pulling animation."
"1011","Lucas","Down smash","PK Blow","17% (clean), 14% (mid), 11% (late)","Aims his arm diagonally downward and emits three consecutive blasts of PSI energy towards the ground while holding his hand in a finger gun gesture. With each blast, its range increases at the expense of damage and knockback. It is one of the strongest down smashes in the game when clean, as it is able to KO as low as 60% near the edge depending on the opponent's weight and DI. If well timed, it can also catch recovering opponents before they grab the edge. Has a bit of start-up lag, but surprisingly low ending lag for its power. Unlike in SSB4, each blast is treated as its own hitbox, meaning that it can potentially hit multiple times at low percents, and damages shields more than once."
"1012","Lucas","Neutral aerial","","2% (hits 1-3), 4% (hit 4)","Tumbles while emitting blasts of PSI energy around his torso. A good combo starter. Unlike in the previous game, its launching angle is more horizontal, and the last hit launches the opponent depending on which side they are on in relation to Lucas."
"1013","Lucas","Forward aerial","","12.5% (sweetspot), 9% (sourspot)","A flying kick that emits a blast of PSI energy from his foot. It is is fast and disjointed, making it a good off-stage option and one of Lucas' better spacing options. Its sweetspot deals the most knockback and can KO at high percents. This move's sourspot can lock opponents at early percents. It can also now autocancel."
"1014","Lucas","Back aerial","PK Meteor Kick","12% (sweetspot), 9% (sourspot), 7% (late)","A backflip kick that emits a trail of PSI energy from his foot. It can meteor smash at the tip of his foot and has disjointed reach, with its weakest hitbox being at the tip. The last hitbox of this move can lock opponents at early percents. It can also autocancel if buffered out of a shorthop."
"1015","Lucas","Up aerial","","11%","An upward headbutt. The move's hitbox is now properly attached to Lucas' head unlike in SSB4, making it a more reliable attack. Deals respectable knockback, making it a good KO option near the upper blast line. It can also autocancel. At low percentages, it is an effective juggling and combo tool, leading into itself and other aerials on landing."
"1016","Lucas","Down aerial","PK Foot Stomp","3.5% (hits 1-3), 5% (hit 4)","An alternating series of stomps, with each stomp emitting a small blast of PSI energy from his feet. Like his back aerial, it is disjointed and has a meteor smash hitbox below himself on the last hit, although it is fairly weak. The move itself is also difficult to fully land on smaller grounded opponents, such as Pikachu and Kirby. The last hitbox of this move can lock opponents at low percents."
"1017","Lucas","Grab aerial","Midair Rope Snake","5% (clean), 3% (late)","Unfurls Duster's Rope Snake in front of himself. It can damage opponents and act as a tether recovery."
"1018","Lucas","Grab","Rope Snake","—","Unfurls Duster's Rope Snake in front of himself. His standing grab is deceptively fast, although his pivot grab is very slow."
"1019","Lucas","Pummel","","1.3%","Attacks the opponent with a discharge of PSI energy."
"1020","Lucas","Forward throw","","10%","Telekinetically throws the opponent in front of himself. Can KO at high percentages."
"1021","Lucas","Back throw","","10%","Telekinetically throws the opponent behind himself. It is his strongest throw. It can KO even super heavyweights at 154% near the edge without rage."
"1022","Lucas","Up throw","","10%","Telekinetically whirls the opponent around his head, then throws them directly overhead. One of the strongest up throws in the game, as it KOs around 116%-180% depending on the opponent's weight and DI."
"1023","Lucas","Down throw","","11%","Telekinetically slams the opponent into the ground head first. Shows a bury effect, however this is purely aesthetic as the opponent is immediately unburied, and the duration of the bury does not change, even at 999%. Has significantly less combo ability than it did in SSB4 due to it's higher ending lag. Despite this, it still can combo at 0% on most characters, though the options are very limited."
"1024","Lucas","Floor attack (front)","","7%","Kicks around himself while getting up."
"1025","Lucas","Floor attack (back)","","7%","Kicks around himself while getting up."
"1026","Lucas","Floor attack (trip)","","5%","Kicks behind himself and then in front of himself while getting up."
"1027","Lucas","Edge attack","","9%","Performs a low-angle kick while climbing up."
"1028","Lucas","Neutral special","PK Freeze","10%-23%","Emits a snowflake-shaped blast of PSI energy from his head that freezes opponents. The direction of the blast's path can be controlled, it can be made stronger by holding the special button and it can be concluded at a deceptively fast speed. A notoriously effective edgeguarding tool, as it launches opponents away from Lucas and has great maneuverability, as well as having a large hitbox."
"1029","Lucas","Side special","PK Fire","3% (lightning), 7% (fire)","Thrusts both of his hands forward to release a lightning bolt-shaped PSI projectile from his hands. Unlike Ness' PK Fire, Lucas' version results in a brief, fiery explosion of PSI energy that launches the opponent away, rather than a long-lasting pillar of fiery PSI energy. It is further differentiated from Ness' version in that it flies straight ahead regardless of whether it is used on the ground or in the air, as well as causing a minimal amount of recoil both on the ground and in the air, making it more effective as a spacing tool than Ness' PK Fire, but less of a combo tool."
"1030","Lucas","Up special","PK Thunder","2.5% (projectile head), 0.8% (projectile tail, rapid hits), 8% (PKT2 initial), 2% (PKT2 rapid hits 1-5), 1.5% (PKT2 rapid hits 6-10), 10% (PKT2 last)","Emits a streaming, electrical PSI projectile from his head. Like Ness' PK Thunder, it can be directed into Lucas to launch him at a high speed. Unlike Ness' version, however, it does not disappear after hitting an opponent and instead hits multiple times, giving it damage racking potential. This effect also applies PK Thunder 2, with Lucas hitting an opponent multiple times upon colliding with them. Deals immense damage if all of PK Thunder 2's hits connect, making it one of the most damaging up specials in the game. It is also a versatile recovery option if used correctly, as it covers great distance while being hard to properly counter itself due to its multi-hit and intangible properties."
"1031","Lucas","Down special","PSI Magnet","8% (ending), heals 2× the damage of absorbed projectiles (maximum 30%)","Thrusts his arm forward to emit a glowing orb of PSI energy around his outstretched hand, which comes out quicker and absorbs more damage than Ness' variant. Any energy-based projectiles it absorbs will heal him, although it no longer absorbs energy projectiles that are launched directly at his back as it did in Brawl. It can also be used offensively, due to it being safe on shield, dealing damage and having a semi-spike knockback to opponents inside of it when it dissipates. The move now has a windbox box that drags in opponents near it."
"1032","Lucas","Final Smash","PK Starstorm","6.5% (per hit)","Boney and Kumatora join Lucas, who summons a shower of falling stars that fly towards the center of the stage, damaging opponents in range. The trajectory of the meteors can be angled left and right. Unique to Lucas' version of PK Starstorm, the range of the meteors can also be adjusted. Tilting the stick up causes the meteors to spread out near the top of the screen (this will allow the meteors to hit opponents closer to the upper blast line, but will miss any who are grounded); tilting down causes the meteors to slightly angle outwards as they fall towards the stage (if done from the center of Final Destination, the meteors will cover almost the entirety). Overall, it has far more control than Ness's version."
"1033","Ice Climbers","Neutral attack","","leader: 2%partner: 1.5%","The Ice Climbers swing their hammers horizontally, and then vertically."
"1034","Ice Climbers","Neutral attack","","leader: 3.5%partner 2.6%","The Ice Climbers swing their hammers horizontally, and then vertically."
"1035","Ice Climbers","Forward tilt","","","The Ice Climbers swing their hammers horizontally."
"1036","Ice Climbers","Forward tilt","","leader: 9%partner: 6.7%","The Ice Climbers swing their hammers horizontally."
"1037","Ice Climbers","Forward tilt","","","The Ice Climbers swing their hammers horizontally."
"1038","Ice Climbers","Up tilt","","leader: 0.8% (hits 1 - 6), 4% (hit 7)partner: 0.6% (hits 1 - 6), 3% (hit 7)","The Ice Climbers twirl their hammers over their heads. This creates a lingering hitbox that hits multiple times."
"1039","Ice Climbers","Down tilt","","leader: 6%partner: 4.5%","The Ice Climbers sweep their hammers across the ground in front of themselves."
"1040","Ice Climbers","Dash attack","","leader: 6%partner: 4.5%","The Ice Climbers leap forward, swinging their hammers in front of themselves."
"1041","Ice Climbers","Forward smash","","leader: 12%partner: 9%","An overhead swing of their hammers, smashing them in front of themselves."
"1042","Ice Climbers","Up smash","","leader: 11%partner: 8.2%","The Ice Climbers swing their hammers in an overhead arc."
"1043","Ice Climbers","Down smash","Hammer Sweep","leader: 13%partner: 9.7%","The Ice Climbers sweep their hammers across the ground in a specific direction (the leader attacks in front, while the partner attacks behind). If the partner is absent, however, this move will only hit on one side."
"1044","Ice Climbers","Neutral aerial","","leader: 7%partner: 5.2%","The Ice Climbers spin in place with their hammers outstretched."
"1045","Ice Climbers","Forward aerial","Hammer Slam","leader: 12%partner: 12% (sweetspot), 9% (sourspot)","The Ice Climbers perform a somersaulting overhead swing of their hammers in a manner similar to their forward smash. The partner's hammer has a sweetspot that can meteor smash opponents."
"1046","Ice Climbers","Back aerial","","leader: 10%partner: 7.5%","The Ice Climbers swing their hammers horizontally behind themselves."
"1047","Ice Climbers","Up aerial","","leader: 9%partner: 6.7%","The Ice Climbers swing their hammers above themselves in an arc."
"1048","Ice Climbers","Down aerial","","leader: 8%partner: 6%","The Ice Climbers hold their hammers below themselves and fall downward. A stall-then-fall, but what sets it apart from other down air stall-then-falls is that the startup doesn't possess a meteor hitbox."
"1049","Ice Climbers","Grab","","—","The leader reaches in front of themself with their free hand."
"1050","Ice Climbers","Pummel","","1%","A headbutt. The partner takes no action at all."
"1051","Ice Climbers","Forward throw","","3% (hit), 5% (throw)","The leader knocks the opponent away with their hammer."
"1052","Ice Climbers","Back throw","","6%","The leader throws the opponent behind themself."
"1053","Ice Climbers","Up throw","","3% (hit), 5% (throw)","The leader tosses the opponent upward and hits them with their hammer. It has the second highest base knockback of any up throw, but the weakest knockback growth, rendering it incapable at KOing, even at very high percents."
"1054","Ice Climbers","Down throw","","6%","The leader lifts the opponent over their head with both hands and slams them on the ground."
"1055","Ice Climbers","Floor attack (front)","","leader: 7%partner: 5.2%","The Ice Climbers swing their hammers around themselves as they get up."
"1056","Ice Climbers","Floor attack (back)","","leader: 7%partner: 5.2%","Same as the frontal floor attack."
"1057","Ice Climbers","Floor attack (trip)","","leader: 5%partner: 3.5%","Gets up and spins around, hitting with their hammers."
"1058","Ice Climbers","Edge attack","","leader: 8%partner: 6%","The Ice Climbers climb up and slam their hammers in front of themselves."
"1059","Ice Climbers","Neutral special","Ice Shot","3.5~2.2% (ice chunks), 3.5% (hammers)","Each Ice Climber summons a small stalagmite of ice and hits it with their hammer, causing it to slide along the ground, gradually shrinking as it travels. It bounces off walls and shields. If attacked by an opponent, the ice will hurt the Ice Climbers. The ice can freeze opponents at high percents."
"1060","Ice Climbers","Side special","Squall Hammer","both: 2.2% (loop), 4% (final)","The Ice Climbers stand back-to-back while spinning around an axis with their hammers outstretched, hitting opponents multiple times. The attack is concluded with them swinging their hammers upward, which launches opponents away. By repeatedly tapping the special move button, the Ice Climbers will rise in the air, allowing them to recover. This, however, also renders them helpless. If only one Climber is present, the move deals less damage and reduced knockback, and gains less height."
"1061","Ice Climbers","Up special","Belay","16% (partner)","The leading Ice Climber throws the partner the air with a rope. The partner then pulls the leader upwards. If there is a nearby edge, the partner will target it, and then proceed to pull the leader to the ledge as well. While rising, the partner is invincible, allowing for a safe recovery for both Ice Climbers. Each Ice Climber becomes helpless after the move is used."
"1062","Ice Climbers","Down special","Blizzard","both: 1% (far loop), 1.7% (close loop)","The Ice Climbers blow a gust of cold air in front of themselves, potentially freezing opponents. If used on an already frozen opponent, they will remain frozen for slightly longer. With both Ice Climbers present, this move can deal a maximum of 31.5%."
